QKEY,CAMP20MISINFO_W79,MISINFOSELF_W79,MISINFOIMPACT_a_W79,MISINFOIMPACT_b_W79,MISINFOIMPACT_c_W79
201801180460.0,None at all,‘Did not see any made-up news’,A minor impact,A minor impact,A major impact
201801180469.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180487.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801180526.0,Some,"Yes, I did",A minor impact,A major impact,A major impact
201801180551.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801180560.0,A lot,"No, I did not",A minor impact,A minor impact,A minor impact
201801180562.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180578.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801180610.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801180616.0,Not much,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801180635.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801180642.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801180666.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180691.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801180693.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801180694.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801180739.0,Some,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801180760.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801180795.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801180808.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801180809.0,Not much,"No, I did not",A minor impact,A major impact,Not much of an impact at all
201801180820.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801180827.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801180858.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801180933.0,A lot,"No, I did not",A minor impact,A major impact,A major impact
201801180940.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801180941.0,Not much,"No, I did not",A major impact,A major impact,A minor impact
201801180947.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801181004.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801181034.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801181092.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801181150.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801181172.0,Not much,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801181193.0,None at all,‘Did not see any made-up news’,A major impact,A major impact,A minor impact
201801181251.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801181256.0,Not much,"No, I did not",A minor impact,Not much of an impact at all,A minor impact
201801181298.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801181325.0,Some,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801181335.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801181342.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801181346.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801181349.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801181363.0,Not much,"No, I did not",A major impact,A minor impact,A minor impact
201801181377.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801181393.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801181409.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801181450.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801181453.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801181456.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801181491.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801181583.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801181585.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801181591.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801181604.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801181615.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801181642.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801181665.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801181717.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801181772.0,Not much,"No, I did not",Not much of an impact at all,A minor impact,Not much of an impact at all
201801181776.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801181815.0,Some,"No, I did not",A major impact,A minor impact,A major impact
201801181817.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801181839.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801181845.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801181884.0,Not much,"No, I did not",A major impact,A minor impact,A major impact
201801181892.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801181908.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801181948.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801181993.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801182061.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801182117.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801182135.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801182143.0,Some,"Yes, I did",A major impact,A minor impact,A minor impact
201801182160.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801182173.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801182237.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
201801182271.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801182334.0,Not much,"No, I did not",A minor impact,A minor impact,A minor impact
201801182365.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801182372.0,Some,"No, I did not",A minor impact,A major impact,A major impact
201801182402.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801182501.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801182535.0,A lot,"Yes, I did",A major impact,A minor impact,A minor impact
201801182559.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801182569.0,Some,"No, I did not",A minor impact,A minor impact,A minor impact
201801182580.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801182598.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801182616.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801182653.0,A lot,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801182674.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801182677.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801182742.0,Some,"No, I did not",A minor impact,A major impact,A minor impact
201801182745.0,A lot,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801182746.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801182749.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801182779.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801182789.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801182799.0,A lot,"Yes, I did",A major impact,A major impact,A major impact
201801182903.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801182931.0,Not much,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801182942.0,Not much,"No, I did not",A major impact,A major impact,A major impact
201801182952.0,Not much,"No, I did not",A minor impact,A minor impact,A major impact
201801183013.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801183049.0,Not much,"No, I did not",A major impact,A minor impact,Not much of an impact at all
201801183094.0,Some,"Yes, I did",A major impact,A major impact,A major impact
201801183132.0,Some,"No, I did not",A major impact,A major impact,A minor impact
201801183150.0,Some,"No, I did not",A major impact,A major impact,A major impact
201801183153.0,Some,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801183163.0,Some,"Yes, I did",A major impact,A major impact,A minor impact
201801183285.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801183312.0,Some,"No, I did not",A minor impact,Not much of an impact at all,Not much of an impact at all
201801183375.0,Some,"No, I did not",A major impact,A minor impact,A minor impact
201801183389.0,Not much,"No, I did not",A major impact,Not much of an impact at all,A minor impact
201801183404.0,Not much,"No, I did not",A minor impact,A minor impact,Not much of an impact at all
201801183407.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801183418.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801183485.0,Not much,"Yes, I did",A major impact,A major impact,A major impact
201801183575.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801183613.0,None at all,‘Did not see any made-up news’,A major impact,A minor impact,A minor impact
201801183624.0,A lot,"No, I did not",A major impact,A minor impact,A major impact
201801183650.0,Not much,"No, I did not",A major impact,Not much of an impact at all,Not much of an impact at all
201801183671.0,A lot,"No, I did not",A major impact,A minor impact,A minor impact
201801183676.0,A lot,"No, I did not",A major impact,A major impact,A minor impact
201801183718.0,Some,"No, I did not",A minor impact,A minor impact,A major impact
201801183764.0,Some,"No, I did not",A major impact,A major impact,Not much of an impact at all
201801183772.0,A lot,"No, I did not",A major impact,A major impact,A major impact
201801183785.0,Some,"Yes, I did",A major impact,A minor impact,A major impact
